OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
CEDEN,California State Water Resources Control Board,CEDEN-7-361,MUG073,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0464000000,-118.9230000000,,,,GPS-Unspecified,WGS84,153,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-362,MUG077,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0452000000,-118.9340000000,,,,GPS-Unspecified,WGS84,19,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-363,MUG078,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0454000000,-118.9340000000,,,,GPS-Unspecified,WGS84,19,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-364,MUG135,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0492000000,-118.8970000000,,,,GPS-Unspecified,WGS84,543,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-365,MUG147,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0416000000,-118.8940000000,,,,GPS-Unspecified,WGS84,101,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-366,MUG150,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0409000000,-118.8890000000,,,,GPS-Unspecified,WGS84,160,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-367,MUG187,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0393000000,-118.8700000000,,,,GPS-Unspecified,WGS84,93,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-368,MUG283,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0259000000,-118.7660000000,,,,GPS-Unspecified,WGS84,19,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-370,MUG346,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0251000000,-118.7840000000,,,,GPS-Unspecified,WGS84,135,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-371,MUG355,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Ventura County",18070104,,,,,34.0212000000,-118.8290000000,,,,GPS-Unspecified,WGS84,18,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-372,SAD0950,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Los Angeles County",18070104,,,,,34.0270000000,-118.8390000000,,,,GPS-Unspecified,WGS84,17,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-373,SAD0960,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Los Angeles County",18070104,,,,,34.0230000000,-118.8380000000,,,,GPS-Unspecified,WGS84,14,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-374,SAD0970,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Los Angeles County",18070104,,,,,34.0254000000,-118.8360000000,,,,GPS-Unspecified,WGS84,14,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-375,SAD0980,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Los Angeles County",18070104,,,,,34.0244000000,-118.8350000000,,,,GPS-Unspecified,WGS84,13,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-376,SAD0990,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Los Angeles County",18070104,,,,,34.0230000000,-118.8330000000,,,,GPS-Unspecified,WGS84,15,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-377,SAD1000,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Los Angeles County",18070104,,,,,34.0213000000,-118.8300000000,,,,GPS-Unspecified,WGS84,17,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-379,SAD1050,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Los Angeles County",18070104,,,,,34.0170000000,-118.8250000000,,,,GPS-Unspecified,WGS84,19,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-380,SAD1060,River/stream Effluent-Dominated,"Located at the Mugu Lagoon to Latigo Point ASBS, Los Angeles County",18070104,,,,,34.0156000000,-118.8230000000,,,,GPS-Unspecified,WGS84,20,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-381,ALT001,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0187000000,-118.8270000000,,,,GPS-Unspecified,WGS84,16,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-383,ALT003,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0239000000,-118.8340000000,,,,GPS-Unspecified,WGS84,15,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-384,ALT004,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0861000000,-119.0590000000,,,,GPS-Unspecified,WGS84,68,m,,,Other,UNKWN,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-385,ALT005,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0854000000,-119.0540000000,,,,GPS-Unspecified,WGS84,45,m,,,Other,UNKWN,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-386,ALT006,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0854000000,-119.0490000000,,,,GPS-Unspecified,WGS84,45,m,,,Other,UNKWN,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-387,ALT007,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0853000000,-119.0480000000,,,,GPS-Unspecified,WGS84,45,m,,,Other,UNKWN,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-388,ALT008,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0623000000,-118.9860000000,,,,GPS-Unspecified,WGS84,29,m,,,Other,UNKWN,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-389,ALT009,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0600000000,-118.9760000000,,,,GPS-Unspecified,WGS84,26,m,,,Other,UNKWN,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-390,ALT010,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0479000000,-118.9480000000,,,,GPS-Unspecified,WGS84,95,m,,,Other,UNKWN,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-391,ALT011,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Ventura County,18070104,,,,,34.0454000000,-118.9390000000,,,,GPS-Unspecified,WGS84,75,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-393,ALT017,River/stream Effluent-Dominated,Alternate monitoring site located on SR-71 in Los Angeles County,18070104,,,,,34.0258000000,-118.7770000000,,,,GPS-Unspecified,WGS84,0,m,,,Other,UNKWN,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-394,Media Filter Drain (Effluent),River/Stream Intermittent,Media Filter Drain (Effluent),18070105,,,,,34.2955000000,-118.4160000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-395,Right-of-way of eastbound US I-210-Influent,River/Stream Intermittent,Right-of-way of eastbound US I-210-Influent,18070105,,,,,34.2953000000,-118.4160000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-396,Linear Sand Filter 5A (Effluent),River/Stream Intermittent,Linear Sand Filter 5A (Effluent),18070105,,,,,34.2952000000,-118.4160000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-397,Linear Filtration Trench (Effluent),River/Stream Intermittent,Linear Filtration Trench (Effluent),18070105,,,,,34.2950000000,-118.4150000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-398,Linear Sand Filter 5 (Effluent),River/Stream Intermittent,Linear Sand Filter 5 (Effluent),18070105,,,,,34.2948000000,-118.4150000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-407,MUG010RW,Ocean,The monitoring location is at Receiving Water in the mixing zone adjacent to MUG010,18070104,,,,,34.0707000000,-119.0150000000,,,,Unknown,WGS84,0,m,,,Other,UNKWN,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-408,MUG014,Other-Surface Water,The monitoring location is at the inlet of the CMP at the shoulder of the southbound lane of SR-1.,18070104,,,,,34.0639000000,-118.9890000000,,,,Unknown,WGS84,,,,,,,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-413,I-10 Media Filter Influent,Other-Surface Water,"I-10 Media Filter, EB at La Cienega circle on-ramp",18070104,,,,,34.0362000000,-118.3780000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-414,I-10 Media Filter Effluent,River/stream Effluent-Dominated,"I-10 Media Filter, EB at La Cienega circle on-ramp",18070104,,,,,34.0362000000,-118.3780000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-419,Colorado Lagoon Characterization,Other-Surface Water,"Colorado Lagoon TMDL WS #16, SR-1, 200 ft northwest of Santiago Ave",18070106,,,,,33.7798000000,-118.1290000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-420,Echo Park Lake Characterization,Reservoir,"Los Angeles Area Echo Park Lake TMDL WS #25, SR-2 at Glendale Blvd and Berkeley St",18070104,,,,,34.0838000000,-118.2600000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-421,Legg Lake Characterization,Reservoir,"Los Angeles Area North, Center & Legg Lake TMDL WS #27, Interchange SR-19 and SR-60",18070105,,,,,34.0398000000,-118.0640000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-422,Peck Road Park Lake SF Influent,Reservoir,"Los Angeles Area Peck Road Park Lake TMDL WS #28, SR-210 West Bound On-ramp and Huntington Dr",18070105,,,,,34.1357000000,-117.9880000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-423,Peck Road Park Lake SF Effluent,Reservoir,"Los Angeles Area Peck Road Park Lake TMDL WS #28, SR-210 West Bound On-ramp and Huntington Dr",18070105,,,,,34.1357000000,-117.9880000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-424,Puddingstone Characterization,Reservoir,"Los Angeles Area Puddingston Reservoir TMDL WS #29, SR-57 North Bound On-ramp and Via Verde",18070106,,,,,34.0792000000,-117.8140000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-425,Machado Lake Characterization,Reservoir,"Machado Lake TMDL WS #36, 37, South East Corner of SR-1 and Vermont St",18070106,,,,,33.7909000000,-118.2910000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-426,Malibu Lagoon Characterization,Other-Surface Water,"Malibu Creek TMDL WS #40, SR-1 North Bound and Malibu Lagoon",18070104,,,,,34.0349000000,-118.6810000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-427,Maxella Ave - Characterization,Ocean,"Marina Del Rey TMDL WS #43, SR-1 South Bound, North of Maxella Ave",18070104,,,,,33.9865000000,-118.4440000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-428,San Gabriel - Characterization,River/Stream,"San Gabriel River TMDL WS #63, SR-71 East Bound at Pomona OH",18070106,,,,,34.0573000000,-117.7850000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-7-431,Castaic Creek - Characterization,River/Stream,"Santa Clara River Estuary & Reaches 3,5,6,7 TMDL WS #66, SR-126 West Bound and Castaic Creek",18070102,,,,,34.4294000000,-118.6260000000,,,,Unknown,UNKWN,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801CCPT12,Chino Creek (San Antonio Ck) at Euclid/Hwy 83 bridge,River/Stream,,18070203,,,,,33.9402000000,-117.6540000000,,,,GPS-Unspecified,WGS84,155,m,,,Other,UNKWN,US,06,071,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801CYC398,City Creek Random Olsen Site 398,River/Stream,,18070203,,,,,34.1365000000,-117.1900000000,,,,Unknown,NAD27,441,m,,,Other,UNKWN,US,06,071,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801LL0001,Lost Lake Depressional Wetland Site 0001,Other-Surface Water,,18070203,,,,,34.2730000000,-117.4650000000,,,,Unknown,NAD83,,,,,,,US,06,071,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801M15378,Lytle Creek SMC Random Site 15378,River/Stream,,18070203,,,,,34.2443000000,-117.5080000000,,,,Unknown,NAD83,,,,,,,US,06,071,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801M15414,West Fork City Creek SMC Random Site 15414,River/Stream,,18070203,,,,,34.1865000000,-117.1850000000,,,,Unknown,NAD83,,,,,,,US,06,071,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801M15424,Cucamonga Creek Random SMC site 15424,River/Stream,,18070203,,,,,33.9918000000,-117.6000000000,,,,Unknown,NAD83,,,,,,,US,06,071,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801PFB019,Prado Flood Control Basin Random Olsen Site 019,River/Stream,originally sent to lab as SMCR8_019,18070203,,,,,33.9115000000,-117.6130000000,,,,Unknown,NAD27,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801RB8207,San Timoteo Wash Random Olsen Site 207,River/Stream,MPSL: updated from 801STW207; originally sent from lab as SMCR8_207,18070203,,,,,33.9747000000,-117.0930000000,,,,Unknown,NAD83,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801RB8312,Santa Ana River Random Olsen Site 312,River/Stream,,18070203,,,,,33.9572000000,-117.5300000000,,,,Unknown,NAD27,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801RB8356,Santa Ana River Random Olsen Site 356,River/Stream,originally sent to lab as SMCR8_356,18070203,,,,,33.9313000000,-117.5880000000,,,,Unknown,NAD27,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801RB8494,Santa Ana River Random Olsen Site 494,River/Stream,,18070203,,,,,33.9629000000,-117.4740000000,,,,Unknown,NAD27,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801RB8567,San Timoteo Canyon Random Olsen Site 567,River/Stream,MPSL: updated from 801STW567 on 6/16/2016; originally reported as SMCR8_567,18070203,,,,,33.9716000000,-117.0820000000,,,,Unknown,NAD83,56,m,,,Other,UNKWN,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801RB8598,Day Creek Random Olsen Site 598,River/Stream,MPSL: updated from 801STW598 on 6/16/2016; originally sent from lab as SMCR8_598,18070203,,,,,34.1197000000,-117.5400000000,,,,Unknown,NAD83,238,m,,,Other,UNKWN,US,06,071,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801SAR151,Santa Ana River Random Olsen Site 151,River/Stream,,18070203,,,,,33.9887000000,-117.3960000000,,,,Unknown,NAD27,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801SARBPD,Santa Ana River below Prado Dam,River/Stream Perennial,,18070203,,,,,33.8835000000,-117.6460000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801SAROCR,Santa Ana Restoration Site,River/Stream,,18070203,,,,,33.9317000000,-117.5920000000,,,,Unknown,NAD83,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801SC0002,Shady Canyon Depressional Wetland Site 0002,River/Stream,,18070204,,,,,33.6069000000,-117.7800000000,,,,Unknown,NAD83,,,,,,,US,06,059,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801STW085,San Timoteo Wash Random Olsen Site 085,River/Stream,originally sent to lab as SMCR8_085,18070203,,,,,34.0500000000,-117.2330000000,,,,Unknown,NAD27,,,,,,,US,06,071,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-801WE1008,Barton Creek ~ 1.4 mi. NW of Barton Flats Campground,River/Stream,,18070203,,,,,34.1813000000,-116.9120000000,,,,Unknown,NAD83,1666,m,,,Other,UNKWN,US,06,071,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-802CL07,Canyon Lake 7,Other-Surface Water,,18070202,,,,,33.6779000000,-117.2750000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-802CL08,Canyon Lake 8,Other-Surface Water,,18070202,,,,,33.6883000000,-117.2690000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-802CL09,Canyon Lake 9,Other-Surface Water,,18070202,,,,,33.6812000000,-117.2590000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-802CL10,Canyon Lake 10,Other-Surface Water,,18070202,,,,,33.6797000000,-117.2510000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-802LEE2,Lake Elsinore E2,Other-Surface Water,,18070202,,,,,33.6641000000,-117.3510000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-802RCF745,Salt Creek at Murrieta Road,Other-Surface Water,,18070202,,,,,33.6939000000,-117.2060000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-802RCF841,Canyon Lake Spillway,Other-Surface Water,,18070202,,,,,33.6754000000,-117.2730000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-802SJCREF,San Jacinto River - Reference Site,River/Stream,,18070202,,,,,33.7370000000,-116.8260000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-845PS0011_SGRRMP,SGLR0011,River/Stream,,18070106,,,,,33.8805000000,-117.8970000000,,,,Unknown,WGS84,,,,,,,US,06,059,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-901SJSJC9,San Juan Creek 9,River/Stream,,18070301,,,,,33.4844000000,-117.6760000000,,,,Unknown,WGS84,,,,,,,US,06,059,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-902ADB848,Adobe Creek,Other-Surface Water,,18070302,,,,,33.5130000000,-117.2690000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-902LMC778,Lower Temecula Creek,Other-Surface Water,,18070302,,,,,33.4779000000,-117.1420000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-902LTC777,Lower Murrieta Creek,Other-Surface Water,,18070302,,,,,33.4742000000,-117.1380000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-902USM828,Upper Santa Margarita River,Other-Surface Water,,18070302,,,,,33.4734000000,-117.1430000000,,,,Unknown,WGS84,,,,,,,US,06,065,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-903M20280,SLLR approx. 1000 m u/s of Camino del Rey Bridge,River/Stream,,18070303,,,,,33.2960000000,-117.2180000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-903SLRRBB,San Luis Rey River at Benet Road Bridge,River/Stream,,18070303,,,,,33.2204000000,-117.3580000000,,,,Unknown,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-905SDSDQ9,San Dieguito River 9,River/Stream,,18070304,,,,,32.9788000000,-117.2350000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-906LPLPC6,Los Penasquitos Creek 6,River/Stream,,18070304,,,,,32.9072000000,-117.2310000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-907SDRWAR,San Diego River at Ward Road,River/Stream,,18070304,,,,,32.7803000000,-117.1100000000,,,,Unknown,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-9BD_GERRY,Drainage ditch crossing Santa Rosa Rd at Gerry Rd,Other-Surface Water,Drainage ditch crossing Santa Rosa Rd at Gerry Rd,18070103,,,,,34.2369000000,-118.9470000000,,,,GPS-Unspecified,WGS84,0,m,,,Other,UNKWN,US,06,111,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Avalon54SWHT210604,"54th St between Main St and San Pedro St - South Park, surface",Other-Surface Water,Surface station,18070105,,,,,33.9934000000,-118.2730000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-AvalonASWHT210604,"Alley between Main St and San Pedro St - South Park, surface",Other-Surface Water,Surface station,18070105,,,,,33.9938000000,-118.2730000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-AvalonDWHT210604,"Driveway between 54th St and 53rd St - South Park, dry well",Other-Surface Water,Dry well,18070105,,,,,33.9935000000,-118.2730000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-AvalonGWHT210604,"Driveway between 54th St and 53rd St - South Park, groundwater well",Other-Surface Water,Groundwater well,18070105,,,,,33.9936000000,-118.2730000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-AvalonSPSWHT210604,"San Pedro St between 54th and 53rd - South Park, surface",Other-Surface Water,Surface station,18070105,,,,,33.9939000000,-118.2700000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-B18-10166,B18-10166,Other-Surface Water,,18070302,,,,,33.2331000000,-117.4130000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-B18-10167,B18-10167,Other-Surface Water,,18070302,,,,,33.2314000000,-117.4120000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BA30,Dumbarton Bridge (BA30),Other-Surface Water,,18050004,,,,,37.5138000000,-122.1350000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,081,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BC10,Yerba Buena Island (BC10),Other-Surface Water,,18050002,,,,,37.8216000000,-122.3500000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,001,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BG20,Sacramento River (BG20),Other-Surface Water,,18020163,,,,,38.0597000000,-121.8110000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,067,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BG30,San Joaquin River (BG30),Other-Surface Water,,18040003,,,,,38.0205000000,-121.8060000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,013,,,,,,,,,STORET
